Date,AQI,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
4/30/2021,236,50.51774429,117.7190053,9.164653309,21.27285972,20.09502513,20.85868488,0.684145299,16.03968349,47.57857305,1.084752663,5.555505656,0.499584382
5/1/2021,340,49.63784621,109.11817,8.543067367,20.23686388,18.16280721,21.66200275,0.713425103,15.58050043,45.57668956,0.99365058,4.818314996,0.304484699
5/2/2021,415,49.63255203,106.1526901,6.528568098,18.12295081,15.56864646,21.96668939,0.825488325,15.71459728,46.68212036,0.759061227,3.343573224,0.267930031
5/3/2021,420,49.23771625,107.586342,8.924894954,20.42456324,19.28385294,22.75341688,0.79919315,16.04028412,46.95687113,0.7705974,3.694584508,0.232399345
5/4/2021,407,51.12243917,112.2735776,8.140864785,21.68562051,19.74964459,23.1744449,0.817283041,15.67038589,47.1647376,0.975316551,5.122099653,0.303011566
5/5/2021,454,53.1827638,115.1971286,7.823953483,21.87830168,19.41855479,23.72477945,0.863176235,16.03348839,47.53965539,0.989405432,5.003918608,0.23556973
5/6/2021,388,55.80442355,117.5019763,8.319570058,20.82494305,19.72012974,23.70818141,0.972213169,15.79686865,48.02144896,1.108638602,5.490079386,0.304022083
5/7/2021,276,54.7109216,114.5533347,4.684702192,19.25274663,17.00464925,23.51445325,0.88088547,15.64379063,47.7214869,0.919559999,4.547367966,0.349952057
5/8/2021,483,52.80443324,104.1443795,3.91335911,17.94189282,14.90992887,24.14636628,0.904868552,15.1113673,45.4952186,0.80840569,3.729615294,0.143489679
5/9/2021,451,51.65723605,99.53469912,1.83239957,15.60889219,12.23621068,24.24638213,1.008699734,15.1707183,46.42847193,0.555913906,2.195210838,0.099038279
5/10/2021,378,50.03103171,99.51603497,4.244736054,17.75170224,15.95336119,24.80427025,0.971288941,15.4191347,46.58441898,0.552155227,2.507930598,0.059240352
5/11/2021,439,50.62322808,102.9657482,3.556122761,18.91721519,16.49853371,24.981674,0.975483699,14.96842165,46.72645061,0.744572196,3.918421199,0.129261935
5/12/2021,431,51.35983928,104.8838711,3.408842998,19.07894505,16.31770031,25.28296808,1.00485631,15.24618761,47.08654281,0.74965284,3.803810239,0.064839341
5/13/2021,421,52.65739132,106.4266747,4.141150441,18.05887323,16.83155224,25.02097399,1.094947833,14.91881878,47.60106719,0.86338047,4.312918633,0.139746446
5/14/2021,454,50.27013874,102.9644057,0.801137987,16.58215052,14.3794966,24.59397051,0.982492579,14.66881808,47.37655056,0.672409166,3.410808869,0.195294172
5/15/2021,450,47.13010845,92.28893585,0.372453064,15.42524956,12.58679881,25.01236971,0.983445335,14.03270847,45.26235622,0.562983252,2.649134221,0.001254368
5/16/2021,367,44.83770036,87.65229632,-1.329561187,13.29940122,10.23986763,24.92521902,1.062653322,13.98122827,46.33716179,0.315746929,1.183716907,-0.028398537
5/17/2021,383,42.18023239,87.8326635,1.485682638,15.69583907,14.29388945,25.32763734,0.999360173,14.11152866,46.65613572,0.320576939,1.575451296,-0.051504758
5/18/2021,347,41.87752052,91.68822508,1.211169275,17.15345436,15.17095559,25.38524255,0.976763783,13.53554303,46.97404684,0.524627463,3.071871675,0.036583479
5/19/2021,369,41.8741715,94.1947725,1.476342983,17.63668534,15.30207345,25.60491652,0.978796131,13.68129567,47.51388305,0.544011578,3.046852417,-0.008932331
5/20/2021,392,42.60099291,96.47993607,2.606922087,16.95759478,16.09354575,25.30047636,1.041359868,13.21588747,48.20292407,0.674261388,3.64591376,0.085189384
5/21/2021,455,39.82183946,93.88169803,-0.360871507,15.83082731,13.87143064,24.86968946,0.901545601,12.8228376,48.13876545,0.501515978,2.83086451,0.159748274
5/22/2021,450,36.4734219,84.15690407,-0.454259604,15.02203362,12.24911789,25.3210017,0.875652231,12.03998013,46.16225868,0.411455115,2.150244079,-0.015956708
5/23/2021,478,34.15581397,80.5207237,-1.86746229,13.23158792,10.00300456,25.30013711,0.928852553,11.83964343,47.34423466,0.184124471,0.756989246,-0.028370044
5/24/2021,431,31.65104686,81.71360058,1.18211291,15.94011492,14.08046437,25.79767323,0.840691516,11.82082252,47.73290543,0.208784808,1.209419264,-0.03568353
5/25/2021,440,31.6688796,86.55609603,1.081236962,17.67642132,14.89824423,25.9736444,0.794639162,11.09751444,48.07717197,0.431973863,2.752876576,0.066477055
5/26/2021,376,32.13941642,89.98744643,1.455079006,18.39564825,14.88466998,26.3285133,0.774866417,11.09998482,48.59540845,0.469204786,2.759488916,0.03312534
5/27/2021,347,33.47496551,93.10072567,2.627118807,17.90159135,15.44613955,26.1690725,0.817478607,10.49770441,49.211663,0.615442789,3.373524333,0.137405159
5/28/2021,343,31.41744449,91.20222411,-0.366587774,16.90187365,12.91161214,25.88570602,0.659730691,9.976635464,49.02176869,0.456308687,2.556069071,0.220109623
5/29/2021,362,28.87884148,82.02074292,-0.551382566,16.15655277,10.9001278,26.47937264,0.618046556,9.077068565,46.86632718,0.37702684,1.855489764,0.050620037
5/30/2021,319,27.43244823,78.74773459,-2.117647181,14.36198375,8.19634179,26.58846083,0.657684589,8.773739238,47.81743108,0.157262885,0.425104807,0.042657599
5/31/2021,425,25.83223272,80.10481433,0.722862524,16.99645028,11.75827225,27.19661178,0.558236874,8.667936194,47.92602043,0.185983359,0.824158439,0.038270893
6/1/2021,400,26.7594169,84.89903261,0.364184295,18.5881565,12.01540079,27.45755518,0.503183951,7.875773054,47.9451026,0.409525674,2.299435108,0.142137851
6/2/2021,386,28.11590692,88.06171988,0.44012484,19.09339458,11.41051711,27.86629068,0.476673221,7.829393666,48.09840886,0.443302096,2.224980712,0.109625447
6/3/2021,385,30.28694677,90.68378916,1.283889637,18.31883435,11.36579617,27.72517074,0.514755769,7.199851358,48.31643185,0.582279225,2.747403392,0.21426495
6/4/2021,392,28.9892774,88.07510634,-2.057963541,16.97662151,8.226829465,27.42130938,0.354605428,6.674343971,47.7023428,0.412181623,1.830485371,0.297254126
6/5/2021,428,27.11228911,77.97362929,-2.599829828,15.83286782,5.62965812,27.95367405,0.312542322,5.794006736,45.10475695,0.318437075,1.025569177,0.128378605
6/6/2021,394,26.20986373,73.58525278,-4.521039884,13.59135826,2.375807095,27.96000786,0.353702925,5.533993723,45.60422001,0.081008991,-0.510854769,0.121745902
6/7/2021,440,25.02025731,73.65089364,-2.022533429,15.73899226,5.439534012,28.42467655,0.257543843,5.495561026,45.26031844,0.089248178,-0.216263275,0.119755773
6/8/2021,437,26.21307501,77.00121948,-2.700018634,16.81355625,5.265447466,28.50348437,0.207401096,4.794324375,44.83465019,0.289952699,1.159421825,0.227386163
6/9/2021,431,27.68297514,78.594848,-2.91030216,16.78164911,4.309900401,28.69479311,0.187272847,4.861461981,44.55923709,0.299059721,0.993462391,0.200238586
6/10/2021,383,29.81246637,79.55292095,-2.311933718,15.46071317,4.006660971,28.30550175,0.233060214,4.366603278,44.37233027,0.412111226,1.435514443,0.312001269
6/11/2021,377,28.3200777,75.21768285,-5.851487717,13.5738643,0.710594702,27.72831506,0.081789869,3.995085424,43.38411466,0.215442572,0.452154387,0.403941926
6/12/2021,379,26.10138985,63.36078729,-6.538057527,11.89811181,-1.93558362,27.96866276,0.049640585,3.285779269,40.44928725,0.095111837,-0.40281333,0.245822699
6/13/2021,333,24.72062979,57.22229008,-8.547375657,9.14780019,-5.12648036,27.67142205,0.101615667,3.211214891,40.65338778,-0.168284144,-1.970837964,0.251631045
6/14/2021,314,22.93018783,55.57688624,-6.078569604,10.81979664,-1.886896005,27.82854425,0.017048449,3.369718835,40.05978886,-0.184774356,-1.687795857,0.263550407
6/15/2021,174,23.41712128,57.28781616,-6.72734626,11.46102858,-1.774241972,27.60363662,-0.020837401,2.873734512,39.43258599,-0.006969658,-0.302513808,0.386249943
6/16/2021,244,24.09629673,57.3442888,-6.852289526,11.04619821,-2.337094534,27.50284091,-0.028144802,3.151095,39.00497046,-0.018385989,-0.437172072,0.374937118
6/17/2021,308,25.3725528,56.89534547,-6.115416563,9.399632397,-2.149384933,26.84057356,0.030937233,2.867987145,38.71503777,0.077007551,0.057889073,0.502831281
6/18/2021,320,22.98818287,51.30781145,-9.468318601,7.249965597,-4.866495979,26.01656317,-0.106644701,2.7062869,37.67153686,-0.134034928,-0.851306394,0.610669814
6/19/2021,270,19.86324739,38.37407298,-9.926466813,5.378250006,-6.858213393,26.04255417,-0.124783302,2.201465529,34.72653324,-0.265117019,-1.612049467,0.467638995
6/20/2021,320,17.58643971,31.35065077,-11.67310297,2.501327233,-9.333532834,25.56883567,-0.058539974,2.322794657,34.96186164,-0.535392079,-3.067400117,0.48712288
6/21/2021,313,14.93388668,29.02413568,-8.915732289,4.11698678,-5.333113887,25.59170247,-0.128641519,2.665560157,34.4362709,-0.554733526,-2.655319151,0.510693477
6/22/2021,326,14.61496934,30.26491724,-9.259020178,4.771515436,-4.431234991,25.27790403,-0.151922197,2.339454256,33.90849627,-0.375694124,-1.127137491,0.642420898
6/23/2021,459,14.56483621,30.064555,-9.070786738,4.437463736,-4.193856616,25.13542691,-0.144543095,2.769913121,33.6058363,-0.381829856,-1.107894076,0.636946629
6/24/2021,314,15.20600918,29.56971471,-8.022254517,2.935585591,-3.212306687,24.47917855,-0.070754004,2.621137029,33.46017967,-0.277246138,-0.451068162,0.766977393
6/25/2021,304,12.29539733,24.14031185,-11.07388527,0.989645707,-5.158873938,23.70800932,-0.193673912,2.573471477,32.57398045,-0.475417101,-1.193973723,0.872810512
6/26/2021,310,8.764241784,11.55759249,-11.24939607,-0.625315071,-6.419272774,23.83144234,-0.197267772,2.161347563,29.79314712,-0.590259844,-1.787352535,0.7232823
6/27/2021,370,6.208724977,5.063111736,-12.73938371,-3.199426951,-8.216995469,23.49626892,-0.116677381,2.353508599,30.19371352,-0.841317696,-3.077739631,0.731532179
6/28/2021,328,3.408632171,3.425162555,-9.757583359,-1.24263109,-3.605356833,23.69411451,-0.172719013,2.74523232,29.82918714,-0.838919863,-2.506506605,0.739005273
6/29/2021,331,3.073153286,5.493070397,-9.913570415,-0.216913959,-2.169097888,23.58602756,-0.182325846,2.446717751,29.45380342,-0.636128484,-0.828244739,0.849771713
6/30/2021,412,3.133496314,6.235186833,-9.578605813,-0.15831621,-1.482166582,23.67343247,-0.161767057,2.884404084,29.29125658,-0.61704907,-0.671021472,0.818605442
7/1/2021,433,4.004707818,6.773486313,-8.425784628,-1.254766252,-0.141198203,23.26400912,-0.075408783,2.723959137,29.27084775,-0.486362409,0.108961848,0.918479749
7/2/2021,463,1.43300753,2.442390178,-11.41582691,-2.791050138,-1.820987463,22.74893006,-0.186493017,2.647616544,28.49354419,-0.658129088,-0.527958687,0.990090315
7/3/2021,465,-1.663851286,-9.002470967,-11.57110235,-4.000333629,-2.906919537,23.12981795,-0.179112174,2.192061197,25.80491231,-0.746848896,-1.034447403,0.80279727
7/4/2021,426,-3.705476544,-14.34461416,-13.07931716,-6.18041249,-4.619376893,23.04557459,-0.088537175,2.328591376,26.28179083,-0.972629556,-2.258491122,0.770379097
7/5/2021,496,-5.929615913,-14.83964498,-10.14988712,-3.848176213,-0.005925366,23.48017882,-0.135711798,2.655268682,25.97959922,-0.946332523,-1.642411985,0.735021351
7/6/2021,528,-5.645749779,-11.66038298,-10.38680162,-2.471691293,1.356858403,23.58749926,-0.137691413,2.28522682,25.65551106,-0.721507234,0.058766349,0.801618783
7/7/2021,538,-4.941847003,-9.858352497,-10.15467367,-2.092087622,1.905307077,23.86245586,-0.110858122,2.647908737,25.5370655,-0.68269008,0.217065349,0.725834113
7/8/2021,535,-3.42190841,-8.328746983,-9.11912894,-2.901300875,3.054816901,23.60708684,-0.019677601,2.411971962,25.55816089,-0.534926491,0.976883281,0.78157121
7/9/2021,603,-5.358011346,-11.75125238,-12.23286476,-4.186984194,1.143955593,23.20794643,-0.1274739,2.262543604,24.82492965,-0.692567473,0.299642752,0.810474111
7/10/2021,408,-7.849363406,-22.38102559,-12.50996186,-5.18400579,-0.19843036,23.66319131,-0.118400052,1.739026825,22.18846277,-0.770323068,-0.265783296,0.58284404
7/11/2021,368,-9.330664629,-27.00889011,-14.12986784,-7.190708247,-2.178111397,23.60950341,-0.027762512,1.815189448,22.73125702,-0.988427291,-1.565440998,0.513367982
7/12/2021,404,-11.05242361,-26.8942151,-11.29406636,-4.723413541,2.171838339,24.02994376,-0.076512323,2.091247878,22.51428764,-0.957782328,-1.039365415,0.44508253
7/13/2021,444,-10.3341723,-23.21007745,-11.59922735,-3.248577793,3.288716747,24.07878171,-0.081681258,1.682119235,22.29994375,-0.7318934,0.559988242,0.483652318
7/14/2021,356,-9.270939468,-21.00488378,-11.40352358,-2.804776395,3.621636681,24.25263351,-0.059595097,2.01861283,22.32040779,-0.695170486,0.607420171,0.385406975
7/15/2021,397,-7.470615986,-19.16755436,-10.36725781,-3.580568745,4.597237798,23.85646762,0.025370575,1.770302093,22.51343103,-0.552455198,1.250242529,0.424795057
7/16/2021,371,-9.205930384,-22.36864592,-13.43912352,-4.859551656,2.563400934,23.2809042,-0.089984315,1.622759366,21.98801174,-0.71782396,0.45284996,0.443866919
7/17/2021,311,-11.57354404,-32.85169906,-13.63067516,-5.872013322,1.156023513,23.52917017,-0.089655774,1.115355967,19.59695143,-0.805649781,-0.232931207,0.213179245
7/18/2021,321,-13.00256321,-37.39386008,-15.12042154,-7.911358649,-0.826135567,23.24386143,-0.00876204,1.221358324,20.42316867,-1.035776886,-1.650286837,0.147515157
7/19/2021,424,-14.73510768,-37.23923053,-12.11055239,-5.488784732,3.585678996,23.41461211,-0.068037571,1.540033158,20.52667822,-1.018675748,-1.236555011,0.089843912
7/20/2021,435,-14.07987179,-33.54452958,-12.20009121,-4.065605331,4.827803681,23.20272109,-0.084273,1.184933987,20.66747692,-0.807389591,0.258278697,0.145599671
7/21/2021,455,-13.11902583,-31.34123188,-11.75115933,-3.675399926,5.345598902,23.11207585,-0.073533093,1.585139076,21.07392036,-0.785848263,0.211200462,0.070723302
7/22/2021,398,-11.44607645,-29.50126825,-10.42949675,-4.502031851,6.559252252,22.45493779,8.20E-05,1.408180579,21.6785435,-0.658407415,0.771377509,0.139125558
7/23/2021,399,-13.31838756,-32.67865213,-13.19056575,-5.824840237,4.807673682,21.62902322,-0.126344297,1.337345643,21.58383187,-0.838663868,-0.095308451,0.192183391
7/24/2021,469,-15.81685286,-43.10130403,-13.05381815,-6.870413898,3.715536215,21.64424797,-0.13652268,0.909549891,19.63491676,-0.94052909,-0.835938205,-0.000338269
7/25/2021,488,-17.35499778,-47.53211172,-14.2065458,-8.929114823,2.068463079,21.14929376,-0.065291702,1.095511981,20.90607083,-1.183414821,-2.29301377,-0.02454579
7/26/2021,401,-19.16013063,-47.20266868,-10.86033221,-6.509827707,6.820571791,21.13910195,-0.133118723,1.49193987,21.44790734,-1.177398068,-1.903601848,-0.038433738
7/27/2021,446,-18.52745939,-43.25926677,-10.62390688,-5.072332742,8.392522863,20.77935019,-0.156547021,1.209898688,22.01051842,-0.975176373,-0.417821332,0.062419417
7/28/2021,456,-17.5275032,-40.72529873,-9.869096853,-4.6494765,9.213467294,20.57725648,-0.151420629,1.676127914,22.81212936,-0.960389014,-0.459205672,0.032920045
7/29/2021,451,-15.74439999,-38.46715263,-8.271030951,-5.425185448,10.68738002,19.84727816,-0.081652032,1.556045255,23.77521442,-0.837161965,0.120534632,0.145950128
7/30/2021,501,-17.42879664,-41.13595821,-10.79393308,-6.679627691,9.137494561,18.98814258,-0.210008755,1.531115752,23.99257171,-1.018927383,-0.713917641,0.241891013
7/31/2021,505,-19.65779994,-50.95945655,-10.46509528,-7.640932701,8.173875688,19.00957851,-0.2200964,1.136784484,22.30032188,-1.119499492,-1.411119152,0.089571716
8/1/2021,437,-20.8442564,-54.7030319,-11.47846012,-9.601639041,6.569114538,18.55890666,-0.146695859,1.342699754,23.7646976,-1.358260894,-2.815274598,0.102034469
8/2/2021,305,-22.21797445,-53.60335146,-8.050838858,-7.073349436,11.26634056,18.62859396,-0.21026723,1.744935898,24.42951782,-1.345326588,-2.365325787,0.120540237
8/3/2021,292,-21.07980206,-48.81419397,-7.794575135,-5.518993892,12.6776831,18.3808248,-0.227398393,1.454384454,25.03957356,-1.133496641,-0.81338222,0.248892372
8/4/2021,306,-19.50888975,-45.36862952,-7.083355034,-4.97487954,13.22656336,18.31843068,-0.214029996,1.898080624,25.80949411,-1.106573338,-0.785025718,0.241521098
8/5/2021,300,-17.10074465,-42.1446405,-5.592324203,-5.628575867,14.31429244,17.75074159,-0.134221931,1.742202065,26.66003165,-0.968900763,-0.134016048,0.370985945
8/6/2021,371,-18.11976934,-43.80655282,-8.283851676,-6.763945183,12.26468168,17.07079095,-0.250937314,1.669418583,26.68425621,-1.134177762,-0.897666216,0.477506748
8/7/2021,408,-19.65877513,-52.59655858,-8.181532709,-7.61273236,10.69169549,17.28223743,-0.248021566,1.216791602,24.72062049,-1.216526385,-1.526424766,0.329914568
8/8/2021,343,-20.14775137,-55.29537957,-9.473859838,-9.470887945,8.375127526,17.02615614,-0.160534401,1.355951165,25.83975861,-1.435670037,-2.866239239,0.341415159
8/9/2021,301,-20.83452081,-53.15552756,-6.370586486,-6.8531079,12.26849389,17.28879713,-0.209247359,1.685260904,26.09191091,-1.402088862,-2.357606476,0.353587754
8/10/2021,322,-19.03821236,-47.34675295,-6.475588786,-5.224994136,12.79727841,17.2263583,-0.211084984,1.318141342,26.23020185,-1.168963531,-0.753971675,0.470697559
8/11/2021,368,-16.85590108,-42.91785372,-6.152920753,-4.625017554,12.40091615,17.33610745,-0.182341599,1.684320414,26.4793414,-1.120483499,-0.682009327,0.447764964
8/12/2021,349,-13.90004135,-38.76194404,-5.0672162,-5.242334681,12.49899888,16.92241091,-0.087438941,1.452750428,26.77169177,-0.961377885,0.003686663,0.558049034
8/13/2021,334,-14.45040789,-39.55755975,-8.169768407,-6.361769597,9.435419487,16.37409501,-0.189700924,1.308872445,26.21319603,-1.105720152,-0.734765053,0.642556488
8/14/2021,333,-15.61305429,-47.55988904,-8.472870146,-7.215376304,6.845498584,16.69149879,-0.173323357,0.79242945,23.65613524,-1.167988841,-1.34811634,0.470968144
8/15/2021,257,-15.82858959,-49.56118338,-10.15383277,-9.098756102,3.531089146,16.51336625,-0.073696675,0.877558647,24.18558564,-1.368238761,-2.682361395,0.457376195
8/16/2021,265,-16.35242003,-46.82380911,-7.411697729,-6.525612945,6.467869324,16.82467327,-0.111894605,1.164875857,23.86647736,-1.317250279,-2.177802299,0.444255873
8/17/2021,297,-14.50790226,-40.52553402,-7.840435109,-4.959950011,6.102976053,16.78143375,-0.105107084,0.769724828,23.46649136,-1.068467986,-0.587469334,0.536750685
8/18/2021,289,-12.39276943,-35.72122229,-7.795313427,-4.43808761,4.896383517,16.88181928,-0.069849625,1.123362619,23.22437573,-1.006304853,-0.53742812,0.490715059
8/19/2021,310,-9.616464899,-31.30803706,-6.933583828,-5.146551353,4.286528304,16.43214943,0.029285362,0.895822333,23.08563363,-0.835670093,0.118500285,0.580172742
8/20/2021,366,-10.45210328,-31.96652627,-10.20080024,-6.367139611,0.63391548,15.82418054,-0.071141123,0.773135914,22.16809061,-0.970771867,-0.656661125,0.646802917
8/21/2021,345,-11.99556934,-39.95187754,-10.60534994,-7.328582356,-2.41223465,16.06205374,-0.055380746,0.295119777,19.33431803,-1.026177112,-1.312662075,0.460846705
8/22/2021,228,-12.67405286,-42.05439314,-12.32260643,-9.32296257,-6.039288767,15.78905384,0.041181524,0.435454608,19.67779402,-1.221982793,-2.694430437,0.436828005
8/23/2021,213,-13.72665992,-39.53264077,-9.551713063,-6.860379648,-3.264228773,15.99527854,-0.002460758,0.793772891,19.26971257,-1.168966177,-2.241170091,0.417512744
8/24/2021,208,-12.4580365,-33.55886905,-9.888788747,-5.40125441,-3.636243263,15.84226776,-0.003369603,0.483927084,18.8816848,-0.920525301,-0.704811107,0.508186075
8/25/2021,319,-10.94535229,-29.18085505,-9.693238901,-4.978452259,-4.695470693,15.8339328,0.02212524,0.935209299,18.7539201,-0.860985633,-0.71034332,0.464691621
8/26/2021,315,-8.776262547,-25.28727695,-8.628315652,-5.775270033,-5.007387957,15.28234905,0.109670583,0.815262969,18.83084398,-0.695131022,-0.110558593,0.560891215
8/27/2021,293,-10.20154852,-26.54898127,-11.64725185,-7.070592429,-8.219108863,14.58484594,-0.003885748,0.807368004,18.22666324,-0.83700997,-0.941468618,0.638157048
8/28/2021,342,-12.29492567,-35.21042428,-11.76754826,-8.090627371,-10.69253467,14.75076184,-0.002468176,0.448300613,15.79785618,-0.900999333,-1.651933673,0.466288741
8/29/2021,338,-13.46229525,-38.05033299,-13.17483277,-10.12538918,-13.62935153,14.42802151,0.078897679,0.708497144,16.62946849,-1.106979681,-3.086074568,0.459248958
8/30/2021,344,-14.92305642,-36.31503645,-10.07930841,-7.683407268,-10.06366003,14.61064159,0.019587578,1.184233217,16.7821223,-1.06548976,-2.682371614,0.459141194
8/31/2021,370,-13.96439166,-31.16405169,-10.08859169,-6.224058722,-9.564085102,14.46321938,0.002934678,0.985988569,17.01497806,-0.829671138,-1.19211077,0.570508731
9/1/2021,365,-12.64885118,-27.63208828,-9.573635309,-5.779700847,-9.691968459,14.4917492,0.013007055,1.539765756,17.55423005,-0.783578952,-1.239708554,0.548398177
9/2/2021,348,-10.55283326,-24.59456198,-8.208891391,-6.533649188,-9.035152886,14.00933392,0.085841585,1.510100395,18.32908473,-0.631716759,-0.677441724,0.665845325
9/3/2021,312,-11.91964253,-26.70898518,-10.95805209,-7.765307658,-11.26364042,13.41322829,-0.041341836,1.577441653,18.4377227,-0.787846477,-1.540849412,0.763394447
9/4/2021,214,-13.81959981,-36.20651328,-10.84795951,-8.701861361,-12.76208525,13.71158332,-0.052123323,1.276101361,16.72021167,-0.866055489,-2.278344163,0.610042685
9/5/2021,165,-14.65946657,-39.85269281,-12.07211605,-10.63470282,-14.75413539,13.55005019,0.018779023,1.574498519,18.24523956,-1.085935106,-3.733605191,0.619002351
9/6/2021,218,-15.66379289,-38.88086297,-8.846823442,-8.074071564,-10.29442788,13.91934842,-0.048996325,2.067408029,19.05756329,-1.057737847,-3.344658831,0.631703921
9/7/2021,230,-14.12909724,-34.43779742,-8.783762576,-6.481308143,-8.970104613,13.97985206,-0.071905093,1.864381951,19.90140068,-0.834324616,-1.86230752,0.752117946
9/8/2021,248,-12.13120386,-31.54575268,-8.255717442,-5.890901593,-8.35846871,14.23253522,-0.065725034,2.391109642,20.9893346,-0.799477724,-1.910440005,0.734838565
9/9/2021,276,-9.263339289,-29.06801694,-6.936606667,-6.488379047,-7.06030726,13.98484085,0.005674195,2.31245307,22.23866656,-0.657437802,-1.340749815,0.852585738
9/10/2021,213,-9.788678937,-31.65033093,-9.787165235,-7.555347342,-8.755176488,13.62790449,-0.120456799,2.309835056,22.73771033,-0.821715635,-2.188130616,0.945736762
9/11/2021,127,-10.79983045,-41.51246324,-9.828871739,-8.32110047,-9.833621873,14.16349703,-0.127730455,1.919178349,21.31898307,-0.906161038,-2.900285647,0.783278348
9/12/2021,112,-10.72753424,-45.4089902,-11.24755343,-10.07896666,-11.52135615,14.23083839,-0.050958726,2.111122296,23.04615507,-1.130143022,-4.3201251,0.778571785
9/13/2021,111,-10.82121024,-44.56273542,-8.249696355,-7.340877864,-6.871205414,14.81438087,-0.110655256,2.483226467,23.9616471,-1.103708759,-3.884856784,0.773353851
9/14/2021,193,-8.402283187,-40.11045894,-8.435269019,-5.569565367,-5.464692803,15.0686086,-0.123481231,2.148330483,24.81009813,-0.879532474,-2.344431476,0.872051705
9/15/2021,123,-5.570637344,-37.06496533,-8.163757302,-4.80056241,-4.869878484,15.48918806,-0.105466763,2.535837876,25.80726968,-0.841230238,-2.321875513,0.829854625
9/16/2021,194,-1.94182997,-34.28072654,-7.094566168,-5.220064364,-3.674977056,15.37902674,-0.020772971,2.314662122,26.87632372,-0.692898742,-1.668037249,0.920200012
9/17/2021,186,-1.798782026,-36.39539218,-10.17312095,-6.109957237,-5.544040519,15.12566565,-0.132470907,2.170514835,27.11396576,-0.847929082,-2.417015326,0.98428467
9/18/2021,242,-2.250460954,-45.62147065,-10.40525209,-6.69942886,-6.849668254,15.72836389,-0.124515093,1.643736609,25.36341452,-0.920077682,-3.015805057,0.79199322
9/19/2021,267,-1.739862634,-48.70723001,-11.96128269,-8.281336455,-8.797752996,15.82502255,-0.032069651,1.709400045,26.70106461,-1.128648576,-4.306735689,0.75763684
9/20/2021,207,-1.523946861,-46.87027294,-9.032832423,-5.366812625,-4.420056716,16.40004272,-0.075999857,1.969397305,27.18373877,-1.08365452,-3.726602576,0.723925768
9/21/2021,176,1.073519021,-41.24337302,-9.206131617,-3.417512156,-3.276467564,16.60916102,-0.073307438,1.54068454,27.57176152,-0.837768021,-2.025154241,0.796254625
9/22/2021,189,3.95583787,-36.83673874,-8.828528769,-2.467678831,-2.91353684,16.95059617,-0.04034174,1.856454051,28.09743093,-0.774638176,-1.825465363,0.730744312
9/23/2021,341,7.516337626,-32.50379683,-7.549332468,-2.702080362,-1.898796475,16.73106284,0.058447707,1.58897538,28.70083702,-0.598431347,-0.978720718,0.801698766
9/24/2021,325,7.486673775,-32.88286335,-10.30630685,-3.401119642,-3.877124287,16.34307938,-0.040259168,1.42678813,28.49553113,-0.72264658,-1.519676459,0.851088492
9/25/2021,259,6.777958837,-40.18898041,-10.10039177,-3.792533654,-5.204097852,16.79192954,-0.020619188,0.912449628,26.34102032,-0.761187844,-1.896333526,0.649453546
9/26/2021,178,6.972411065,-41.17496239,-11.10005582,-5.167850541,-7.071326391,16.72242855,0.082053806,1.022569278,27.32896652,-0.933547184,-2.952394518,0.61161997
9/27/2021,219,6.842872701,-37.06509989,-7.498286455,-2.037083612,-2.499536483,17.12659237,0.046801603,1.359843878,27.52999965,-0.849966183,-2.12640685,0.58065378
9/28/2021,206,9.099253188,-29.00110348,-6.886003654,0.138938605,-1.041246736,17.16825906,0.056588737,1.041267743,27.7163889,-0.563386723,-0.170251104,0.662132193
9/29/2021,221,11.68154206,-22.00444778,-5.618575586,1.326430221,-0.239616942,17.35400137,0.095091815,1.499289563,28.13016011,-0.457766868,0.290495148,0.612176271
9/30/2021,298,15.02176728,-14.94220287,-3.356574857,1.340648544,1.33703827,16.99889365,0.197945553,1.404657705,28.71861783,-0.237619814,1.401793542,0.704903634
10/1/2021,316,14.89119396,-12.46871661,-5.052094775,0.900731736,0.038811192,16.5035669,0.101969075,1.443636806,28.59978485,-0.316826792,1.125714919,0.781913311
10/2/2021,294,14.24027096,-16.81742236,-3.72319978,0.777964391,-0.499099034,16.88091915,0.123194559,1.155798286,26.63473995,-0.309705944,1.010808206,0.613195439
10/3/2021,314,14.68904903,-14.76181304,-3.557923876,-0.320697809,-1.481537783,16.78263922,0.226540116,1.514115615,27.91373833,-0.436191283,0.209696323,0.612859669
10/4/2021,334,15.04545414,-7.549027948,1.229170753,3.092677967,4.053822783,17.20664984,0.191314087,2.117077155,28.5030266,-0.306989134,1.279995508,0.623106104
10/5/2021,261,18.05050637,3.654366312,3.024077744,5.554690568,6.534227997,17.3215258,0.200772533,2.076988506,29.16759677,0.024476896,3.465897944,0.748518004
10/6/2021,208,21.67016429,13.80023962,5.447382533,7.028500344,8.393515098,17.6372326,0.238897953,2.821233967,30.13946549,0.173756526,4.137885986,0.744119877
10/7/2021,289,26.35620523,23.99331847,8.814097274,7.32588531,11.03821375,17.47075423,0.34163402,3.015236196,31.35343309,0.435840956,5.438051722,0.882858912
10/8/2021,216,27.89246949,29.54979573,8.147959788,7.162150996,10.79179571,17.22304813,0.246100258,3.33979405,31.91282907,0.39635754,5.324753677,1.005121029
