ds,yhat,yhat_lower,yhat_upper
2015-01-01,50.47778876147292,18.367619726708472,80.427661171195
2015-01-02,47.54784365829269,16.59574733834962,80.76173809783009
2015-01-03,47.34615523335336,17.524336483112485,78.14906518743916
2015-01-04,45.67889993893286,12.454908133326311,77.39194995795185
2015-01-05,48.33279343035511,16.793555059644305,82.55878940757064
2015-01-06,47.70234844329853,17.298862876257008,80.76728167770975
2015-01-07,47.42389159263951,16.233714790656183,78.04031629375775
2015-01-08,47.83518426509728,17.482235672155266,80.03868660806604
2015-01-09,43.98931636244146,12.225464660720526,77.24444233945947
2015-01-10,42.88029119173772,9.71769549746319,74.45821365428094
2015-01-11,40.33888481220059,6.20439960621042,69.91709570585357
2015-01-12,42.17576953240055,9.675115694562537,72.67351908480781
2015-01-13,40.8081109872883,10.914156788440124,71.31710180601446
2015-01-14,39.89295937256743,5.9880265282507334,72.29358449602088
2015-01-15,39.78629728314691,8.851793034359005,73.99833172973717
2015-01-16,35.55642868579512,2.7155780722516587,69.15195192135504
2015-01-17,34.20914115878599,3.555403825592083,66.50823485624329
2015-01-18,31.583236225259185,1.3030483197998852,62.074661260477924
2015-01-19,33.4934263594616,4.7072114047132505,64.22999566806068
2015-01-20,32.35681410814736,-0.8712363902753417,62.39515448667313
2015-01-21,31.826276888962283,-0.5502093315126231,64.10832695964275
2015-01-22,32.249619795154864,2.9215025325840225,62.667050026807196
2015-01-23,28.683177734673272,-1.9078601358720215,60.26955925906881
2015-01-24,28.11729285096223,-3.9928551103173153,59.84729252630766
2015-01-25,26.372253069748105,-4.2271037324268566,54.8811120911762
2015-01-26,29.24167883493523,-3.627949641502601,59.15003290386937
2015-01-27,29.119559759836417,-5.167271053551954,61.78396372842802
2015-01-28,29.634249232774614,-1.792684035332046,59.707023019581136
2015-01-29,31.10826242053045,0.3126416817068298,63.45443423787859
2015-01-30,28.57254122601786,-3.425135436481139,60.07121328419885
2015-01-31,28.992593991939835,-4.939367261173602,59.368306367385635
2015-02-01,28.165077764073153,-2.6691591233754033,61.13800823465991
2015-02-02,31.861792773612308,0.7587552586504771,65.52144758979011
2015-02-03,32.457274570523204,2.531215018287294,63.217090279527035
2015-02-04,33.56327710979335,4.219378375029235,64.2237911540008
2015-02-05,35.488979454650575,3.116387466354747,67.14549705631902
2015-02-06,33.25556917551246,1.5162329266400225,64.59322265670839
2015-02-07,33.822602336127744,1.3445955822887288,64.82580373834803
2015-02-08,32.98470275957067,1.4011759370319001,65.73464332210625
2015-02-09,36.51556801356373,7.266092416292173,66.42264461896157
2015-02-10,36.79546826698792,3.9918899179658074,69.47279011995658
2015-02-11,37.44553493506234,6.828028907714023,67.77243884884936
2015-02-12,38.787678162489904,8.51185847509038,69.61483502787539
2015-02-13,35.858795175277194,4.203585170323466,67.6894493955369
2015-02-14,35.636680636350114,4.221231691681159,69.85111742119972
2015-02-15,33.93621489700631,1.9512951852498641,65.72854368737252
2015-02-16,36.552812347900094,3.4162643002318216,68.97503651161675
2015-02-17,35.88933192053021,2.4758390805886044,69.02896239057813
2015-02-18,35.58976323088379,-0.0028386905450895356,66.04076978958825
2015-02-19,35.99854418930999,4.717508544669512,66.28538755809362
2015-02-20,32.17418860613638,0.4738926715755321,64.4416697852199
2015-02-21,31.114650688573715,3.341452574435254,63.30278683620142
2015-02-22,28.653016901707396,-2.468959515804419,62.740239319668824
2015-02-23,30.60052040046641,-0.43598757783667863,60.219138851007614
2015-02-24,29.373091154966705,-2.0679758491740587,59.83220253613503
2015-02-25,28.624764108404168,-0.1322149481457043,60.63099489683756
2015-02-26,28.706807587722512,-2.3126648944485555,60.79517975463689
2015-02-27,24.681254287937808,-7.672933653841722,55.26933037315642
2015-02-28,23.54626283321986,-7.636295233154186,53.660818600372444
2015-03-01,21.131898812800898,-10.548992291813116,52.41621119522891
2015-03-02,23.243326317540994,-9.649627074542064,55.57152581614537
2015-03-03,22.287616465029384,-10.413106401440741,54.792399408142984
2015-03-04,21.90748638447925,-10.971483110552786,54.1179782863258
2015-03-05,22.440820064696677,-9.7333778019598,50.86232335716868
2015-03-06,18.934640955801996,-11.163997004583168,51.91752268771207
2015-03-07,18.37095066344439,-13.820972843297977,48.67243558424151
2015-03-08,16.563008158639146,-16.995746327783266,47.48408479554478
2015-03-09,19.299025639358703,-12.358436941276809,51.559618215958395
2015-03-10,18.969472724541237,-12.238634013521809,51.33271709337912
2015-03-11,19.201288100626023,-12.635478062757459,51.884520673612
2015-03-12,20.317836576853082,-12.076761633498183,55.34142935439309
2015-03-13,17.353269269180032,-14.542627269421919,48.36235374773966
2015-03-14,17.278690701058174,-12.352352143542387,48.93988492978126
2015-03-15,15.898698592790996,-16.13804846885021,47.793528583490854
2015-03-16,18.995265990019277,-14.803353030189687,51.985948424920686
2015-03-17,18.955153198559792,-11.912632140411901,50.204665148589754
