PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,Xylene
230.54476091772074,367.6864097065485,50.47778876147292,51.74847963779875,50.77173923912518,86.09607790900469,12.906875880875287,6.5806699493794145,25.77869753754006,5.830500422475774,17.4400779204599,5.087160053245345
228.26395454259435,363.8068553063757,47.54784365829269,50.61792468631564,49.793101419821085,85.61199806556085,12.653102538427497,6.575449004412002,26.484357679367427,5.661125346501008,16.645383482452836,5.119026754203616
225.13918630176943,352.0133379963688,47.34615523335336,49.68486291027239,49.36248454589207,85.90152884128942,12.513804785157532,6.182204202797459,25.232569082251757,5.566949396987454,15.967654473780613,4.891401746131475
222.7689802129314,345.5621543720587,45.67889993893286,47.65251098348741,48.2444745350438,85.60153059767731,12.455222438462142,6.371980120452868,27.087813995975164,5.328117573749184,14.559166639285205,4.818204326921587
219.93591784861349,343.2496667698882,48.33279343035511,50.00745111944914,53.377839349861304,85.69592838218092,12.257921843619531,6.742617233160127,28.09365761925638,5.334169384975647,14.97812190801829,4.741820715710789
219.35259065407342,343.96602090675617,47.70234844329853,51.28746246026728,55.17403487559585,85.34057851043237,12.10633285205836,6.407089205961897,28.99614093528363,5.532096190224822,16.470280173636155,4.767404572052382
218.95439465925,342.7322820104522,47.42389159263951,51.4594989450075,56.05941806077486,85.0344432876869,11.98551023519519,6.794767901878855,30.012604250400603,5.538030532737496,16.408697115949906,4.65093226993725
219.16155008355202,340.73391034763284,47.83518426509728,50.34176382342588,57.4416474157734,84.08562900377967,11.932354636762575,6.574354995012043,31.06788093634388,5.647709314085895,16.93904043690752,4.666670766536729
215.72663911793487,333.37822366021345,43.98931636244146,48.65857162004779,55.65398486598333,82.88871219145452,11.68481720159803,6.431160766450489,31.260355955092766,5.447659778101107,16.02421574335319,4.656669586882067
211.57515961453313,318.50158685360077,42.88029119173772,47.188586008432054,54.322540583558514,82.45171271466054,11.559910382503146,5.90493104366485,29.43485337887399,5.324126229753751,15.21476518201629,4.391669274131184
208.2968002613194,309.40730581639576,40.33888481220059,44.648263710757384,52.241455525808306,81.42286276321511,11.523367198488158,5.9699521758484515,30.66922238305251,5.057883374864138,13.666465667780447,4.286820049063086
204.66479577010077,304.9307996055384,42.17576953240055,46.5370270532289,56.380232069023656,80.79826903526825,11.355136335490462,6.227146561638408,31.021521010101537,5.039068982284667,13.941222477368946,4.185634641463323
203.38242026977508,303.99249300675257,40.8081109872883,47.404768333271164,57.18136625920424,79.74651590172778,11.238935007854668,5.792331089530921,31.25303224868799,5.215225000287315,15.28859821977149,4.194254882503316
202.37626104123245,301.6342935741316,39.89295937256743,47.22951293247711,57.10168755162872,78.77954768566832,11.159027610830346,6.097409204276278,31.596691542420558,5.202971478918809,15.08544632920141,4.069476300176728
202.05864045730203,299.05259150960103,39.78629728314691,45.839199724888175,57.577910439070465,77.21839253612744,11.151464834815615,5.813237452973439,31.992876238458187,5.298455588949121,15.481124369114827,4.08618946388858
198.17546806278318,291.65544359781234,35.55642868579512,43.96627754449899,54.97013540132034,75.4701611011371,10.953306940056876,5.62684883636686,31.55506273799231,5.0885251173465775,14.442021224458234,4.086850395711035
193.6470127504735,277.269691079143,34.20914115878599,42.395713487041284,52.92836271662357,74.55468742906064,10.880653258131456,5.079235403728089,29.14232659897608,4.959644741389256,13.521863982483026,3.842373060993476
190.05929658071608,269.1789933912012,31.583236225259185,39.84824962650597,50.267033653557306,73.13097043847806,10.898319772942179,5.145421152051861,29.84556564985465,4.692701296008153,11.879233813078843,3.7678381921686146
186.18346853196812,266.18935235547326,33.4934263594616,41.82543620968503,53.97182655706493,72.20452264133083,10.785351776391748,5.4265385739685845,29.734355239241808,4.677831007075206,12.07838879816643,3.7064427504016817
184.7222198439048,267.1825643442892,32.35681410814736,42.87704872605618,54.49687534523488,70.95168318475339,10.724593154858407,5.038081681139225,29.57967896494917,4.862458027193811,13.370735547196144,3.7637697773707948
183.60289007076605,267.153455249022,31.826276888962283,42.978718711109956,54.305826785113574,69.89024221158745,10.69948001624011,5.411106310631357,29.6221215266364,4.862968757570623,13.134420170699133,3.695822858069178
183.2396418917666,267.24382264517203,32.249619795154864,41.953738346704505,54.83724767384693,68.34494721618456,10.745293056072589,5.215118289853306,29.80748026810046,4.975164300398572,13.519514889972665,3.776483734826957
179.38099958825075,262.80072796743787,28.683177734673272,40.52773767206043,52.44812215516454,66.72433187685547,10.598392142611866,5.13533114534728,29.25230559257066,4.785440394712482,12.492534889811246,3.847005004347402
174.95025641342886,251.5848660973403,28.11729285096223,39.47682875021656,50.780501530368234,66.04724092141004,10.574255025345176,4.710494812124949,26.81634817584578,4.679713029374285,11.606751273923484,3.6769303549003514
171.53646940093523,246.80996820123957,26.372253069748105,37.511050484825944,48.63631598759879,64.96921414434155,10.63716191668987,4.913025111008702,27.58879390167697,4.438235759472992,10.019729026316089,3.679835886995524
167.9134180113995,247.2097832539826,29.24167883493523,40.11963787417112,52.98456692969578,64.48983952615909,10.565712898287009,5.341145772101621,27.635194691754258,4.450441434466565,10.294187070114003,3.697315975914354
166.78560685618527,251.59304424160928,29.119559759836417,41.83871753470305,54.25905512550099,63.77713414926123,10.542399722177663,5.1072140376895945,27.720335845751798,4.662997340149063,11.679520982058584,3.833292469566293
166.0809800035197,254.88224063859093,29.634249232774614,42.629252636636856,54.90004567812532,63.33829982412202,10.550399785916628,5.638998683340023,28.07662212557616,4.6914978413564725,11.551457276106753,3.8420903975249114
166.21274246742797,258.1490874173175,31.10826242053045,42.299189619363574,56.32036294018866,62.48542226947462,10.624826800404461,5.6026489449462815,28.639933198100046,4.830936420859199,12.05731354843686,3.9959376290841693
162.92659989603592,256.67429915577924,28.57254122601786,41.5584970217711,54.84963551907954,61.61255076601625,10.501961796126027,5.680033889330739,28.515451310632486,4.6669059773196055,11.160596838094323,4.134499283000615
159.14093578641769,248.15736310841947,28.992593991939835,41.16768173110046,54.10173214091996,61.722526616361755,10.497286577189541,5.4066515375460975,26.550430678183414,4.5845450575075235,10.411403611931274,4.025838221510599
156.43765637601905,245.75723506047143,28.165077764073153,39.821606978272136,52.85037532837945,61.45371675938377,10.57516160966109,5.751835420560061,27.820780176552702,4.363375515679536,8.964047700730731,4.082194083255526
153.58108831178532,248.16047368905657,31.861792773612308,42.995126419825205,58.03712886990388,61.78775433226451,10.514335556301871,6.31096837443313,28.378357573729698,4.392163774321711,9.37801065253026,4.144003291006454
153.26401482706143,254.1371927536763,32.457274570523204,45.21112686286116,60.06989201554106,61.87433553269613,10.497508304380311,6.193872807358704,28.974205655487275,4.61699416774838,10.899552463676658,4.3142378998523405
153.40052001104036,258.5806297526994,33.56327710979335,46.418793916462654,61.36528014484691,62.2024094057249,10.508115549386183,6.826144694020827,29.827302196552473,4.652977962568927,10.901449106540671,4.346505654491078
154.38803535134656,262.543202642006,35.488979454650575,46.41604473182984,63.315365424734836,62.06631842993743,10.581569736294558,6.872168460438914,30.860764380002838,4.794739498748694,11.528328826438848,4.5125680293496515
151.95489467536598,261.2966493025079,33.25556917551246,45.90481083365403,62.23248016634864,61.84331546398702,10.454481278231066,7.012491264044936,31.168001081923638,4.627627916219918,10.74133748298239,4.651886551711001
149.0009085978607,252.5419348961038,33.822602336127744,45.639750083692654,61.717108869000086,62.520813942766885,10.442682420047642,6.78175526143375,29.585773862327894,4.536671809313671,10.088594564234672,4.532588413606347
