ds,yhat,yhat_lower,yhat_upper
2020-07-02,64.70080225297107,-25.13242270638646,151.18325928171356
2020-07-03,64.35791793385042,-22.705455735020774,154.37456876770938
2020-07-04,56.472678518838975,-38.04172773022544,139.13424279394695
2020-07-05,49.23087849536006,-41.26890164967414,134.745580551513
2020-07-06,44.08911999519641,-44.70257119540926,130.63944416357046
2020-07-07,44.826009926494905,-49.80214583286008,132.07843511363322
2020-07-08,47.21891263373794,-50.857531286981306,134.6757209146549
2020-07-09,48.31994090395547,-41.024183851357485,133.1670580948469
2020-07-10,49.39873399235634,-43.273631851074356,136.47432693475153
2020-07-11,42.90301061479799,-49.779592635834106,127.50608924016255
2020-07-12,36.99468128345872,-53.204350629326605,115.10652887165205
2020-07-13,33.10847743130583,-53.036461663525664,118.62112222825222
2020-07-14,35.003690805074285,-46.964332509338,123.706432830904
2020-07-15,38.44139851431372,-53.308503656799935,126.07288049960323
2020-07-16,40.4608443658951,-54.11106377931849,140.23368667484138
2020-07-17,42.32251518110755,-42.11561361913806,125.98920731668764
2020-07-18,36.468892533922386,-47.479654544315515,124.32827767402513
2020-07-19,31.060659432841902,-58.16272970174757,118.31610649892974
2020-07-20,27.5353173092073,-58.744633193057375,114.73023633776667
2020-07-21,29.6588075217864,-54.15076924923978,129.45332950498215
2020-07-22,33.20251627733464,-57.67768079506704,120.11562812878894
2020-07-23,35.21933978288922,-52.31844119671621,125.71356227215857
2020-07-24,36.98635701264119,-53.60704740948359,131.33460698612492
2020-07-25,30.96510147290482,-55.797731098036856,122.86777095962312
2020-07-26,25.337224390211304,-65.68911856528652,112.87145845134727
2020-07-27,21.562519199603713,-64.50899416590647,116.18045808037111
2020-07-28,23.42991727730194,-65.13860185434108,116.12708921186392
2020-07-29,26.7338503545906,-60.11975318016496,114.8028721119807
2020-07-30,28.54967332974107,-61.3364792052572,117.09635181447506
2020-07-31,30.175711684790173,-58.058106552203036,114.12890810783533
2020-08-01,24.092941195217264,-66.03549154927244,111.71276304504386
2020-08-02,18.500107724232777,-75.77280041632899,100.02920644161962
2020-08-03,14.871271011293857,-70.2314676330788,101.4613242125653
2020-08-04,17.006394742266536,-71.20886385790504,111.5061499994762
2020-08-05,20.70738868180618,-66.38254448095505,106.18762558366006
2020-08-06,23.0533046764086,-63.54190377623427,118.17497970289621
2020-08-07,25.34225637869443,-61.83404339331624,113.8167405573635
2020-08-08,20.05107345074225,-73.94480453761902,109.91164974786854
2020-08-09,15.370498473271226,-73.34643712472541,99.39682187487257
2020-08-10,12.762908279990626,-77.2810695908719,100.71630781688889
2020-08-11,16.013177267131823,-71.34540507489183,108.20692390404975
2020-08-12,20.905081316016776,-67.05171256131953,114.20607456212637
2020-08-13,24.49693479387099,-65.98169173451623,115.34002947687821
2020-08-14,28.064019197722274,-64.28636182493761,114.30100666871307
2020-08-15,24.058801277299438,-58.797423156838754,110.39317323569576
2020-08-16,20.646734651195658,-69.49917838170553,110.0278614983539
2020-08-17,19.26461150555849,-68.18196573666984,109.55263084920784
2020-08-18,23.6720662726255,-62.26104505986156,110.04308338916208
2020-08-19,29.628614152613267,-60.38580496324591,120.7832820000417
2020-08-20,34.16990144821213,-56.03288068187629,119.90243668214417
2020-08-21,38.55071144740707,-47.637789349123835,122.84987052137339
2020-08-22,35.20570989125952,-52.87860034401138,124.58429502067757
2020-08-23,32.28571160667322,-62.75596116678487,124.28783222010193
2020-08-24,31.21642411577352,-57.29302038803381,115.0213273481829
2020-08-25,35.7502612453559,-48.173058822276346,121.80887157999035
2020-08-26,41.64360282253621,-43.01977895236501,123.97438939661264
2020-08-27,45.93317288214473,-41.69724470747375,131.477065179232
2020-08-28,49.87907788759742,-44.452255121036224,138.8483628530544
2020-08-29,45.92548909504822,-44.313860178131144,132.83692224909564
2020-08-30,42.23675301659782,-37.58328073170969,129.46027946371916
2020-08-31,40.25589035336844,-46.05544527377798,121.16228510499981
2020-09-01,43.75608300644586,-41.523237680100436,138.06062608184226
2020-09-02,48.51753366255623,-41.352840791650685,134.87594941876225
2020-09-03,51.603380366419486,-43.83389075624906,139.21993941569892
2020-09-04,54.30221886627419,-34.028403268124734,138.3180228489789
2020-09-05,49.088229135157974,-38.63928066982889,137.03159724028575
2020-09-06,44.15670296011025,-43.18805466538537,133.28002369512194
2020-09-07,40.9819462337407,-44.98580274318868,127.26286638767199
2020-09-08,43.368168813034046,-39.6607897065004,132.88562112922986
2020-09-09,47.125759364882256,-38.60484788569538,135.95440427673344
2020-09-10,49.34663989082887,-41.30995922159051,140.8265504235278
2020-09-11,51.34626407044988,-40.184427484197904,137.54646207934027
2020-09-12,45.6232660017761,-47.28891790301736,131.26840877299836
2020-09-13,40.394565013214304,-47.82624625279362,124.91003680362442
2020-09-14,37.15290740058012,-49.53717034278352,125.15953606359085
2020-09-15,39.71746348483305,-43.24155566536513,131.03093607731495
2020-09-16,43.90988117491547,-44.801242710328566,138.23042864128945
2020-09-17,46.829492699981714,-42.60769995985892,136.0180692998684
2020-09-18,49.7952388489166,-34.741604319400324,140.52420862547376
2020-09-19,45.30531578799993,-38.77100069945708,138.13919359171922
2020-09-20,41.57234702652923,-40.5887527444586,121.80072167534817
2020-09-21,40.08105683119,-47.67603886517983,125.41873122037472
2020-09-22,44.63905766581399,-44.916711413720655,134.24759814979845
2020-09-23,51.05314596322181,-31.11336606945118,137.0313018913002
2020-09-24,56.404795189141424,-35.113346134297565,151.68839492670568
2020-09-25,61.992402245897836,-26.366875411838564,146.61481353525485
2020-09-26,60.291283660311436,-27.965965613790754,152.18193504060773
